tick,phase,dist_frontal,offset_lateral,vx,vy,speed_factor
1,align,0.2984853684902191,-0.1795860766452926,0,-0.045627889065801924,0.8469084374123155
2,align,0.29685989022254944,-0.17888712139499602,0,-0.045439340407974725,0.8467041497757553
3,align,0.2954137325286865,-0.17697009038277317,0,-0.044942469056247665,0.8465172270832214
4,align,0.2939600646495819,-0.17504961816237238,0,-0.04443128488942935,0.8460703000642141
5,align,0.2918793559074402,-0.17338469477542778,0,-0.043968135459767736,0.8452905933963082
6,align,0.29057323932647705,-0.17098877149704958,0,-0.04333548297287849,0.8448017296392324
7,align,0.28894731402397156,-0.1693318086788986,0,-0.04287019575348451,0.8439090896536481
8,align,0.287239134311676,-0.16751365529422196,0,-0.042355763624769414,0.842832057489592
9,align,0.2861291170120239,-0.1662083481022019,0,-0.04199150261760583,0.8421458788938239
10,align,0.2844949960708618,-0.16439030271617955,0,-0.04147566138072398,0.8409997567867867
11,align,0.28291136026382446,-0.16230998923254977,0,-0.04088239795794624,0.8395950274174017
12,align,0.281866192817688,-0.16052806973780584,0,-0.04039009820636175,0.8386923290597884
13,align,0.2803357243537903,-0.15757793170698087,0,-0.03958684678606457,0.837402512674957
14,align,0.27882838249206543,-0.15489876918729603,0,-0.03883874778037134,0.8357877424106454
15,align,0.2773977220058441,-0.15249898664541364,0,-0.038164729666670186,0.8342072846120991
16,align,0.2764517068862915,-0.1492542038702647,0,-0.03730720458949569,0.8331915980051502
17,align,0.27551764249801636,-0.14691467165273037,0,-0.036679176830008056,0.8322104347460609
18,align,0.2741478979587555,-0.14459184861490817,0,-0.036021791279772356,0.8304246660476065
19,align,0.27325645089149475,-0.14209122777822564,0,-0.0353435948983248,0.8291291787435014
20,align,0.2719428539276123,-0.13982573611312232,0,-0.034700936734359804,0.8272424828927993
21,align,0.27108797430992126,-0.13779758278109142,0,-0.03414737610977982,0.8260274580681426
22,align,0.26982858777046204,-0.1357752384238472,0,-0.033571339571155344,0.8241890534403207
23,align,0.26860594749450684,-0.133593024161991,0,-0.03294553946144687,0.8220374196958586
24,align,0.2677846848964691,-0.13144126479461563,0,-0.03235880044349412,0.8206149591874508
25,align,0.2669540345668793,-0.1293043345969741,0,-0.031777595206468764,0.8191938629517118
26,align,0.266062468290329,-0.12740991192425197,0,-0.03125443991746553,0.8176872962088694
27,align,0.26512274146080017,-0.1255295330280685,0,-0.030734120752559158,0.8161192565919126
28,align,0.26401984691619873,-0.1234480109666775,0,-0.030143813179318135,0.813940836126686
29,align,0.2633343040943146,-0.12183012294618395,0,-0.0296991090030981,0.8125825339112314
30,align,0.26281774044036865,-0.11977773249740245,0,-0.029162448765343928,0.8115712371934786
31,align,0.2617707848548889,-0.11817995918236819,0,-0.028701873952976246,0.8095527688324111
32,align,0.26122066378593445,-0.11617556513879979,0,-0.028178677602009188,0.8085084434735464
33,align,0.2605566084384918,-0.11441359906164285,0,-0.027708536216067097,0.8072623197276433
34,align,0.25957462191581726,-0.11263411051179344,0,-0.027211023197663987,0.805292555219165
35,align,0.25926119089126587,-0.11110565148490159,0,-0.026818961950394585,0.804608394261537
36,align,0.25831475853919983,-0.1091517619710557,0,-0.02628073603411871,0.8025747992074772
37,align,0.2577005624771118,-0.10806323799264729,0,-0.02597668958164919,0.801280499091241
38,align,0.25710105895996094,-0.1059707883563148,0,-0.025434133692005267,0.8000360000621388
39,align,0.25650936365127563,-0.1040618768363768,0,-0.024938187351392138,0.7988255997151918
40,align,0.2559327185153961,-0.10300433981740907,0,-0.0246488177531062,0.7976627585724381
41,align,0.25536835193634033,-0.1013670591019856,0,-0.02422288759679837,0.7965404084058404
42,align,0.2548085153102875,-0.0997064456926654,0,-0.02379122601149431,0.7953757267551942
43,align,0.2542678415775299,-0.09831984954459777,0,-0.02342408859336496,0.7941457973427777
44,align,0.2537308633327484,-0.0967074310571588,0,-0.02300501127871513,0.7929418669360251
45,align,0.253208726644516,-0.09546807344042796,0,-0.022677059597269532,0.7917851060934352
46,align,0.25295591354370117,-0.09410372434983023,0,-0.022337303261516152,0.7912298695170772
47,align,0.2524423897266388,-0.0929085141741698,0,-0.022022430798831566,0.7901116847607561
48,align,0.25184544920921326,-0.09132293294847073,0,-0.02161142272830233,0.7888278818383494
49,align,0.2514621913433075,-0.08999375163047403,0,-0.021274862652907133,0.7880125848538341
50,align,0.2509896755218506,-0.0884403916767259,0,-0.020881225310865635,0.7870169167044657
51,align,0.2505272626876831,-0.08728184055343699,0,-0.020582434676134628,0.7860525757945165
52,align,0.25029972195625305,-0.08574740412615735,0,-0.020208476323305066,0.7855816561542006
53,align,0.24984759092330933,-0.0848152359893532,0,-0.01996351329129591,0.7845883293029222
54,align,0.24941010773181915,-0.08353891770501638,0,-0.01963622303235268,0.783515977614569
55,align,0.2491951435804367,-0.08204175896026807,0,-0.019271455390152997,0.7829937515717231
56,align,0.24879495799541473,-0.08089620413738972,0,-0.01897897001640008,0.7820296893109772
57,align,0.24855966866016388,-0.07961311217727494,0,-0.018664524152242578,0.7814677608500042
58,align,0.24815158545970917,-0.078729748411461,0,-0.018434609503797304,0.7805016475455379
59,align,0.2477552443742752,-0.07765163721019372,0,-0.018160548061540372,0.7795735206621996
60,align,0.24755652248859406,-0.0764241598041334,0,-0.017862891749797803,0.7791119019421084
61,align,0.24717244505882263,-0.07530474101644315,0,-0.01758124819753269,0.7782267074744444
62,align,0.24698370695114136,-0.07407087978231874,0,-0.017283589447391404,0.7777950659415606
63,align,0.24661368131637573,-0.07323025302877541,0,-0.017068986865009142,0.7769551589697036
64,align,0.2464383989572525,-0.07205285096182291,0,-0.016786012857255714,0.7765601977428928
65,align,0.24625149369239807,-0.0709788431055862,0,-0.016526878948910355,0.7761410877663653
66,align,0.24590203166007996,-0.07015165130978118,0,-0.016317899974958486,0.7753630727284722
67,align,0.2455618530511856,-0.06870001936436837,0,-0.015964771731432178,0.7746126749862504
68,align,0.24539411067962646,-0.06825834653882706,0,-0.015854608190851497,0.774245153146851
69,align,0.245234414935112,-0.06708066413021774,0,-0.015574053080201074,0.7738967844230317
70,align,0.24506358802318573,-0.06591079350345705,0,-0.01529510917143247,0.7735257691205633
71,align,0.24474786221981049,-0.06511458423675605,0,-0.015095458903545926,0.7727638429233699
72,align,0.24459150433540344,-0.06406488212464835,0,-0.014844711395072386,0.7723790269469658
73,align,0.24428915977478027,-0.06327929611029393,0,-0.014648648271318948,0.7716398659990777
74,align,0.24413953721523285,-0.06212921185543288,0,-0.01437563969507749,0.7712764664565978
75,align,0.2439948469400406,-0.061355520271595826,0,-0.014190179700217114,0.7709265407797584
76,align,0.2438458949327469,-0.06065603736775234,0,-0.014021877404700678,0.7705678342557087
77,align,0.2437046319246292,-0.05976548580790955,0,-0.01380993430107437,0.7702290664024419
78,align,0.24342864751815796,-0.05900446518224945,0,-0.013622440815822744,0.7695711826636943
79,align,0.24329397082328796,-0.058246980869107755,0,-0.01344198255789239,0.7692520343156857
80,align,0.2431614249944687,-0.05686073288889127,0,-0.013116732868902343,0.7689391373441669
81,align,0.24290287494659424,-0.05647591517745401,0,-0.013017679131687632,0.7683321932180909
82,align,0.24277672171592712,-0.05572861434957834,0,-0.012840502597649368,0.7680376737345119
83,align,0.24277712404727936,-0.054610086244298264,0,-0.012582796441260227,0.7680386113394925
84,align,0.24264934659004211,-0.05383724028146607,0,-0.01239992306534453,0.7677413750851386
85,align,0.24240778386592865,-0.05306883209456764,0,-0.012214042157588966,0.7671823978729975
86,align,0.24229025840759277,-0.052669820425567025,0,-0.012117932484952347,0.7669118283829736
87,align,0.2421763390302658,-0.05183795280898312,0,-0.011922476500314453,0.7666504207993067
88,align,0.24206314980983734,-0.051113750387445214,0,-0.011751943506540578,0.7663915233154914
89,align,0.24195341765880585,-0.050392354343923085,0,-0.011582299521714367,0.766141323917663
90,align,0.2417374849319458,-0.049672755056935226,0,-0.011409601916507778,0.765651237680832
91,align,0.2416340410709381,-0.04895467801231172,0,-0.011241230396243682,0.7654175149115541
92,align,0.24163486063480377,-0.048233145871875605,0,-0.011075575150664515,0.765419363970521
93,align,0.24152716994285583,-0.04785721964503887,0,-0.01098576972371475,0.7651767629626316
94,align,0.2414277344942093,-0.04711375406419412,0,-0.010811948063711637,0.7649534110555757
95,align,0.24133054912090302,-0.04600936956355496,0,-0.010555502450707476,0.7647357158507068
96,align,0.24123543500900269,-0.04527105807723964,0,-0.010383232730253834,0.7645232348769335
97,align,0.24114231765270233,-0.04453590420336338,0,-0.010211848083135496,0.7643157631877824
98,align,0.2410510629415512,-0.04380287031178175,0,-0.010041102350148745,0.764112966317641
99,align,0.24096204340457916,-0.04337607837318637,0,-0.009940699342041658,0.7639156354428653
100,align,0.2408750355243683,-0.04303983724899847,0,-0.009861157162319794,0.7637232381766083
101,align,0.24079015851020813,-0.042340892431870586,0,-0.009698638732963626,0.7635360031337243
102,align,0.2407073676586151,-0.04164260613041056,0,-0.009536412453847676,0.7633537971489149
103,align,0.24062666296958923,-0.04123602993082402,0,-0.009441111775782891,0.7631765870462422
