tick,phase,dist_frontal,offset_lateral,vx,vy,speed_factor
1,align,0.2993088662624359,-0.08567258955084145,0,-0.02176966470625648,0.8470101044137544
2,align,0.2993096113204956,-0.08567314639498096,0,-0.021769808552502226,0.8470101958644994
3,align,0.29881078004837036,-0.08521609904927072,0,-0.02165210066672545,0.8469487537484561
4,align,0.2983142137527466,-0.08430322747828124,0,-0.021418596186212977,0.8468871567118028
5,align,0.29806628823280334,-0.08340090444521588,0,-0.021188572824069142,0.8468562367525013
6,align,0.2975868582725525,-0.08249780052470147,0,-0.020957645331811978,0.8467961246044309
7,align,0.29735705256462097,-0.08248030225882805,0,-0.020952483360676663,0.8467671588191864
8,align,0.2971206307411194,-0.08157303436986484,0,-0.02072127814994444,0.8467372545356489
9,align,0.2966647148132324,-0.08028167935383763,0,-0.02039185041469882,0.8466792830288931
10,align,0.29622045159339905,-0.07937906250935271,0,-0.02016122774224402,0.8466224007902402
11,align,0.2960008680820465,-0.07931205915385914,0,-0.020143537361120817,0.8465941403288137
12,align,0.2957894504070282,-0.07887427405851909,0,-0.020031701982997925,0.8465667765612157
13,align,0.2953682243824005,-0.07798639557497382,0,-0.019804905859721167,0.8465111431168921
14,align,0.29515817761421204,-0.07754306971693359,0,-0.019691663192668667,0.8464828326826164
15,align,0.29475417733192444,-0.07665512198487408,0,-0.01946354962502321,0.8463687366237507
16,align,0.2945549488067627,-0.0766172068478614,0,-0.019452200141845174,0.846293800141238
17,align,0.2943633198738098,-0.07577177486414675,0,-0.019235917509493838,0.8462217645898897
18,align,0.2939818203449249,-0.0748924958365487,0,-0.019009478434120722,0.8460784676214873
19,align,0.2937917113304138,-0.0744071266024747,0,-0.018884687460137998,0.846007110807668
20,align,0.2934270203113556,-0.07352898894317665,0,-0.018658796565296357,0.8458703083630462
21,align,0.2932451665401459,-0.07305858002294964,0,-0.018537930735107455,0.8458021279765817
22,align,0.2930685579776764,-0.07304436816221702,0,-0.018532874090763807,0.8457359345216039
23,align,0.29289916157722473,-0.07218294124401017,0,-0.018312937674705317,0.8456724612536689
24,align,0.29256200790405273,-0.07041458568893494,0,-0.017861635008215655,0.8455461716942952
25,align,0.2923941910266876,-0.0690968864910038,0,-0.01752607969413361,0.8454833294799494
26,align,0.2920733094215393,-0.06818308362635861,0,-0.017291840824931907,0.8453631949575994
27,align,0.29191386699676514,-0.06686813786031984,0,-0.016957161516313705,0.8453035112046611
28,align,0.2916094660758972,-0.06593403946007646,0,-0.016718028879518256,0.8451895771602236
29,align,0.29160475730895996,-0.065079908882708,0,-0.01650142379281849,0.8451878148015758
30,align,0.2914610505104065,-0.06418342284069459,0,-0.016273078442999432,0.8451340300848793
31,align,0.2911728322505951,-0.06244599163354847,0,-0.015830548965054345,0.8450261605235173
32,align,0.29102981090545654,-0.06198739388229827,0,-0.01571329539765757,0.8449726314511619
33,align,0.29088956117630005,-0.060695319029123375,0,-0.015384809191614661,0.8449201375937291
34,align,0.290622740983963,-0.05936090863389771,0,-0.015044789495455459,0.8448202608803631
35,align,0.2904905080795288,-0.05847047198659984,0,-0.014818243470028388,0.8447707573048955
36,align,0.29036110639572144,-0.05758316037350421,0,-0.014592534056086902,0.8447223089432571
37,align,0.290234237909317,-0.057125159321472586,0,-0.01447565482340321,0.8446748038484684
38,align,0.2902330160140991,-0.05627604969833985,0,-0.01426048064722938,0.8446743462906368
39,align,0.28999757766723633,-0.055395495277961185,0,-0.0140358697188856,0.8445855057622167
40,align,0.289878785610199,-0.05412013354938182,0,-0.013711472440834281,0.8445084137571631
41,align,0.2897627055644989,-0.053239216902272075,0,-0.01348708915373409,0.8444332291420629
42,align,0.28964924812316895,-0.05236105272602079,0,-0.013263471699625181,0.8443598825909974
43,align,0.2895383834838867,-0.05148512890450437,0,-0.013040488267998062,0.8442883440631188
44,align,0.28943029046058655,-0.050612347228704065,0,-0.012818367272512366,0.8442187183158747
45,align,0.28932473063468933,-0.049742167256158445,0,-0.012596967706462157,0.8441508416518624
46,align,0.28922194242477417,-0.04930821220355173,0,-0.012486094583577021,0.8440848576455204
47,align,0.2891216278076172,-0.04844029125641562,0,-0.012265380608885592,0.844020565714574
48,align,0.2890240252017975,-0.04799505558507818,0,-0.01215174491807407,0.8439581098469158
49,align,0.2890206277370453,-0.04715825655066794,0,-0.011939847185993816,0.8439559375401819
50,align,0.2889336049556732,-0.04629327420695715,0,-0.011720072889665523,0.8439003354475902
51,align,0.28884127736091614,-0.04542950720939219,0,-0.011500590050574728,0.8438414264959693
52,align,0.28875163197517395,-0.044566961591181266,0,-0.011281470875697598,0.8437843096405546
53,align,0.2886646091938019,-0.04370548819493089,0,-0.011062675558328452,0.8437289392572241
54,align,0.2885800302028656,-0.04284648968822416,0,-0.010844556156888315,0.8436751945374893
55,align,0.288498193025589,-0.04242018104602354,0,-0.010735995401287871,0.8436232579677042
56,align,0.2884189188480377,-0.04156365256360468,0,-0.010518592641463561,0.8435730093232305
57,align,0.2883422076702118,-0.04110846557485509,0,-0.010402798650002487,0.8435244423527849
58,align,0.2883383333683014,-0.0402518322711432,0,-0.010185991709122176,0.8435219909582915
59,align,0.28826433420181274,-0.03982582523608793,0,-0.010077628730863342,0.8434751965693156
60,align,0.28819283843040466,-0.03896947892207031,0,-0.009860408682072917,0.8434300342062898
61,align,0.28812405467033386,-0.03811470549815328,0,-0.009643629908251043,0.8433866301042514
62,align,0.2880575954914093,-0.03767383653077801,0,-0.0095316095018238,0.8433447346619325
63,align,0.2880542278289795,-0.03724082808388505,0,-0.009422033177708735,0.8433426127981172
64,align,0.288054883480072,-0.03683888505644189,0,-0.009320345038241808,0.8433430258961281
65,align,0.28799593448638916,-0.036385163546098886,0,-0.00920514693254819,0.8433059004838197
66,align,0.28793469071388245,-0.03553609111237202,0,-0.00898992776044258,0.8432673636889966
67,align,0.2879314124584198,-0.03511801054176131,0,-0.008884139928078605,0.8432653018611675
68,align,0.2878728210926056,-0.034699150036534045,0,-0.00877779333704151,0.8432284679211207
69,align,0.2878167927265167,-0.03425090540050367,0,-0.008664039923191515,0.8431932744434942
70,align,0.28776341676712036,-0.03340452170339011,0,-0.008449604685709025,0.8431597734717757
71,align,0.28776031732559204,-0.032559173071069376,0,-0.008235756503439912,0.8431578289230608
72,align,0.28770938515663147,-0.03254491543246715,0,-0.008231838208652413,0.8431258871281057
73,align,0.2876611649990082,-0.031697221567943204,0,-0.008017137053579503,0.8430956675907925
74,align,0.287658154964447,-0.030852735030399155,0,-0.007803524717562568,0.8430937818936491
75,align,0.2876124680042267,-0.030841124499146777,0,-0.007800323363326374,0.8430651702882591
76,align,0.2875692844390869,-0.02999475009241441,0,-0.0075860155298101755,0.8430381435015033
77,align,0.28756657242774963,-0.029150806187424272,0,-0.007372557620170882,0.8430364467188586
78,align,0.2875259816646576,-0.029139597307011402,0,-0.007369500832668403,0.843011058689224
79,align,0.2875232994556427,-0.028296214273967953,0,-0.007156192228834371,0.8430093815786457
80,align,0.2874853312969208,-0.028289433400219395,0,-0.007154275903469867,0.8429856479456607
81,align,0.2874499261379242,-0.027443298714449522,0,-0.006940109970001815,0.8429635278438896
82,align,0.2874473035335541,-0.02701410019899174,0,-0.006831557086133404,0.8429618897551856
83,align,0.2874143421649933,-0.0265919231147379,0,-0.006724629128521547,0.8429413070911735
84,align,0.28741198778152466,-0.02659059291350382,0,-0.006724281018981301,0.8429398372643317
85,align,0.28741326928138733,-0.026590393619882448,0,-0.006724237003125959,0.8429406372906595
86,align,0.2874113917350769,-0.02616475714830704,0,-0.006616591919021564,0.842939465163949
87,align,0.28738558292388916,-0.02574168567248421,0,-0.006509480424315222,0.8429233561904783
88,align,0.28738316893577576,-0.025316339465195757,0,-0.006401908707338778,0.8429218497589874
89,align,0.28735557198524475,-0.024893458811909828,0,-0.00629484351939953,0.8429046316895472
90,align,0.2873530983924866,-0.024468350932499355,0,-0.006187334572983232,0.8429030887086455
91,align,0.2873277962207794,-0.02404566034781093,0,-0.006080334581214539,0.8428873087374761
92,align,0.28732559084892273,-0.02362080861063548,0,-0.005972894195425321,0.8428859335966978
93,align,0.2873029410839081,-0.023198240242992236,0,-0.005865942843375563,0.8428718129668703
94,align,0.2873006761074066,-0.022773680023026936,0,-0.005758578244987723,0.8428704011480368
95,align,0.2872805893421173,-0.022351290535071264,0,-0.005651688423352751,0.8428578824840447
96,align,0.28727859258651733,-0.021926935341044434,0,-0.005544378902521144,0.8428566382375032
97,align,0.28726089000701904,-0.021504700146172378,0,-0.005437542625125999,0.8428456086600875
98,align,0.28725889325141907,-0.021080568412737144,0,-0.005330291487737727,0.8428443647526914
99,align,0.2872437834739685,-0.020659693335520136,0,-0.0052238134985178675,0.842834953013974
100,align,0.2872418761253357,-0.020234579662764377,0,-0.005116316088618239,0.8428337650840475
101,align,0.2872292995452881,-0.02023445061671579,0,-0.005116235915654564,0.8428259329541691
102,align,0.2872275710105896,-0.019812506318715034,0,-0.0050095418391261845,0.8428248566065458
103,align,0.2872256338596344,-0.01938880546611291,0,-0.004902403139868482,0.8428236503853961
104,align,0.2872157692909241,-0.018966980125079715,0,-0.004795710879472097,0.8428175084359387
105,align,0.2872139513492584,-0.018543530209933136,0,-0.004688637282422888,0.8428163766270252
106,align,0.28720661997795105,-0.01854339334741697,0,-0.004688577287503612,0.8428118125705608
107,align,0.2872048318386078,-0.01812169936911628,0,-0.004581948636184716,0.842810699455971
108,align,0.2872031331062317,-0.01769840277828413,0,-0.00447491535298069,0.8428096420224981
109,align,0.2871982455253601,-0.017278574448386385,0,-0.0043687489736574025,0.8428065997202666
110,align,0.28719663619995117,-0.017276703486880388,0,-0.004368270724281396,0.8428055980313954
111,align,0.28719502687454224,-0.01727661372515575,0,-0.004368242837153664,0.8428045963647087
112,align,0.2871926724910736,-0.01685506862153207,0,-0.004261651382251346,0.8428031310034058
113,align,0.28719115257263184,-0.016432024494544086,0,-0.004154683844569445,0.8428021850358776
114,align,0.2871895730495453,-0.016431941698775956,0,-0.0041546580644399155,0.8428012019925403
115,align,0.28718844056129456,-0.01601048790133668,0,-0.004048094149012659,0.8428004971821613
116,align,0.2871865928173065,-0.015587627370541824,0,-0.003941172651929789,0.8427993472519513
117,align,0.28718554973602295,-0.015587559758676274,0,-0.003941152521400547,0.8427986981107035
118,align,0.28718486428260803,-0.015587484574717404,0,-0.0039411315171555585,0.8427982715372385
119,align,0.2871834337711334,-0.015164761046238854,0,-0.003834246269388208,0.8427973813099138
120,align,0.28718265891075134,-0.015164684594645258,0,-0.003834224745707903,0.8427968991107562
121,align,0.2871799170970917,-0.014743378346777984,0,-0.003727694519370162,0.8427951929088248
122,align,0.28717923164367676,-0.014320836031508029,0,-0.003620857697212445,0.842794766368389
123,align,0.2871772050857544,-0.014320760933711554,0,-0.0036208332918337767,0.8427935053158181
124,align,0.2871758043766022,-0.01432070391015243,0,-0.0036208151295763305,0.8427926337264777
125,align,0.2871776521205902,-0.013899466881301262,0,-0.003514315284399741,0.8427937834861602
126,align,0.2871742248535156,-0.013477081980932927,0,-0.003407511651569267,0.842791650890536
127,align,0.2871726453304291,-0.013477020258232598,0,-0.0034074920721325745,0.8427906680759217
128,align,0.28717169165611267,-0.013055857101440345,0,-0.003301004034494539,0.842790074688743
129,align,0.2871699035167694,-0.012633628679708075,0,-0.0031942448407914887,0.8427889621087333
130,align,0.28716933727264404,-0.012633571668635674,0,-0.003194229091015683,0.8427886097974263
131,align,0.2871684432029724,-0.012633525501575678,0,-0.003194215309978029,0.8427880535219934
132,align,0.2871660888195038,-0.01221243093632683,0,-0.0030877419025538066,0.8427865886960249
133,align,0.28716546297073364,-0.011790346225920624,0,-0.0029810223253227165,0.8427861993198733
134,align,0.2871644198894501,-0.011790289847130079,0,-0.0029810057753401884,0.8427855503670554
135,align,0.28716304898262024,-0.011790254440131554,0,-0.002980993806432439,0.8427846974717699
136,align,0.28716224431991577,-0.011369218221854136,0,-0.0028745392344326002,0.8427841968667948
137,align,0.28716039657592773,-0.010947256566761383,0,-0.002767848674838449,0.8427830473503689
138,align,0.28715941309928894,-0.010947226272914954,0,-0.002767839006152158,0.842782435522868
139,align,0.28715816140174866,-0.01094717703911984,0,-0.002767824000842352,0.8427816568452632
140,align,0.28716039657592773,-0.010526182927252194,0,-0.002661386557319109,0.8427830473503689
141,align,0.28715643286705017,-0.010526150876510676,0,-0.002661370667158372,0.842780581550557
142,align,0.2871552109718323,-0.010104333153784617,0,-0.0025547184273466473,0.842779821443822
143,align,0.2871544361114502,-0.010104305597421745,0,-0.0025547099990427887,0.8427793394315187
144,align,0.2871535122394562,-0.010104266452276002,0,-0.002554698359749336,0.8427787647312376
145,align,0.2871558964252472,-0.009683309288248253,0,-0.0024482705405688057,0.8427802478435921
146,align,0.2871514856815338,-0.009683278182000777,0,-0.0024482547053891256,0.8427775041238712
147,align,0.28715386986732483,-0.009261605334220303,0,-0.0023416459090121948,0.8427789871949984
148,align,0.28714996576309204,-0.009261576258930733,0,-0.0023416318102677143,0.8427765586913389
149,align,0.287149041891098,-0.009261548108027541,0,-0.002341623096104926,0.8427759840262918
150,align,0.28714796900749207,-0.00884062369537359,0,-0.002235197830361707,0.8427753166824697
151,align,0.2871474027633667,-0.008840586405169644,0,-0.002235187468072307,0.8427749644771879
152,align,0.287146657705307,-0.008419025929188997,0,-0.002128602113048246,0.8427745010533517
153,align,0.28714609146118164,-0.008418993930807703,0,-0.002128593133274051,0.8427741488544017
154,align,0.2871449887752533,-0.008418970460506896,0,-0.0021285854669716967,0.8427734630011348
155,align,0.2871447503566742,-0.008418946295346268,0,-0.002128578982708081,0.8427733147098996
156,align,0.28714418411254883,-0.007998046947712042,0,-0.0020221613161495763,0.8427729625201582
157,align,0.2871442139148712,-0.0075765767998011175,0,-0.0019156002647313266,0.8427729810563924
158,align,0.2871423661708832,-0.007576553129042253,0,-0.0019155916678428966,0.8427718318242011
159,align,0.28714296221733093,-0.007576544261568471,0,-0.0019155902684916187,0.8427722025410829
160,align,0.2871411442756653,-0.007576528232638364,0,-0.001915583645888685,0.8427710718640604
161,align,0.28714317083358765,-0.007576501865324375,0,-0.0019155798442978401,0.8427723322927069
162,align,0.2871423065662384,-0.007155617998921223,0,-0.001809165907054624,0.8427717947526792
163,align,0.28714004158973694,-0.0071556067038471595,0,-0.0018091600272826345,0.8427703860572963
164,align,0.28713953495025635,-0.007155585693752068,0,-0.0018091540388659214,0.8427700709603653
165,align,0.28713715076446533,-0.007155570623503715,0,-0.0018091470455991357,0.8427685881806444
166,align,0.2871398329734802,-0.007155559542243674,0,-0.001809147824840104,0.8427702563112363
167,align,0.28713738918304443,-0.007155542152446883,0,-0.00180914016554353,0.842768736456437
168,align,0.2871365547180176,-0.006734655645304562,0,-0.0017027261200873178,0.8427682174932817
169,align,0.28713610768318176,-0.006734643059104328,0,-0.0017027223762158788,0.8427679394797463
170,align,0.2871354818344116,-0.006734626952914607,0,-0.0017027175177142307,0.8427675502636564
171,align,0.28713327646255493,-0.006313273781623188,0,-0.0015961840861343224,0.8427661787668859
172,align,0.2871333062648773,-0.006313258390999184,0,-0.0015961802300270723,0.8427661973003499
173,align,0.2871328592300415,-0.006313248182158978,0,-0.001596177122400334,0.8427659192991841
174,align,0.2871329188346863,-0.006313227743555924,0,-0.0015961720251161074,0.842765956365908
175,align,0.2871343493461609,-0.006313223709813725,0,-0.0015961726901588592,0.8427668459763562
176,align,0.2871301770210266,-0.005892341930612565,0,-0.0014897565407162557,0.8427642513279273
177,align,0.2871297597885132,-0.005892328644971577,0,-0.001489752723076046,0.8427639918712378
178,align,0.2871291935443878,-0.005471060983108582,0,-0.0013832433802319036,0.8427636397538159
179,align,0.2871319353580475,-0.005471056920799232,0,-0.0013832451516321849,0.8427653447688345
180,align,0.2871314287185669,-0.005471039760997225,0,-0.0013832402960113211,0.8427650297068902
181,align,0.2871277630329132,-0.005471032602767149,0,-0.0013832347448327006,0.8427627502061711
182,align,0.2871306240558624,-0.005471029803588818,0,-0.0013832369571933326,0.8427645293188826
183,align,0.2871266007423401,-0.005471023559488452,0,-0.0013832312721852968,0.8427620274615369
184,align,0.2871260941028595,-0.00505013559091512,0,-0.0012768182755697876,0.8427617124226028
185,align,0.2871256172657013,-0.005050127604578645,0,-0.0012768158071794228,0.8427614159173664
186,align,0.28712865710258484,-0.005050113516964408,0,-0.0012768151092293514,0.8427633061714074
188,approach,0.28712835907936096,-0.004628933708767174,0.07584868087640151,0,0.8427631208489057
189,align,0.2835054099559784,-0.005029183804696732,0,-0.0012675301855016613,0.84011656412181
191,approach,0.2822631895542145,-0.004964608173848839,0.07551297292325024,0,0.8390330324805582
193,approach,0.2810578942298889,-0.004943380086854966,0.07542059141175117,0,0.8380065712416797
195,approach,0.2798542380332947,-0.004922157895926719,0.0753260314756356,0,0.83695590528484
197,approach,0.278649240732193,-0.0049009770014724055,0.0752028122572083,0,0.83558680285787
199,approach,0.27744367718696594,-0.004879805601964247,0.0750831485388785,0,0.8342572059875389
201,approach,0.276244193315506,-0.004858685648986902,0.07496746152859464,0,0.8329717947621627
202,align,0.2726679742336273,-0.005241556835739153,0,-0.0013024443310739355,0.8282808409092752
203,align,0.27144041657447815,-0.0051724154463004745,0,-0.001282542666038108,0.8265272317181686
204,align,0.2714436948299408,-0.005172487106565637,0,-0.001282567659827809,0.8265318877900449
205,align,0.271447092294693,-0.00517254278282735,0,-0.001282588953367015,0.8265367133196478
206,align,0.27144646644592285,-0.005172565719502301,0,-0.0012825932613620464,0.8265358243951296
208,approach,0.2714466452598572,-0.004774335489945457,0.07438824705357437,0,0.8265360783730487
209,align,0.2678963840007782,-0.005150331437513733,0,-0.0012682290308006785,0.8208073895744611
210,align,0.2666771113872528,-0.005081678913943602,0,-0.0012481475736435157,0.8187238868495001
212,approach,0.2666848301887512,-0.004690856767127547,0.0736863265423481,0,0.8187369615816456
214,approach,0.2655038833618164,-0.004670087226621587,0.07350775596178982,0,0.816752844019887
216,approach,0.26432645320892334,-0.004649400794005646,0.07330989869366844,0,0.8145544299296494
218,approach,0.2631533145904541,-0.004628759149203981,0.0731004322110198,0,0.8122270245668868
220,approach,0.2619829475879669,-0.004608189171193311,0.07289626423431675,0,0.8099584914924083
222,approach,0.2608198821544647,-0.004587665655390077,0.07269790411862974,0,0.8077544902069972
224,approach,0.2596539556980133,-0.004567212435939143,0.07249199241880998,0,0.805466582431222
226,approach,0.2584942877292633,-0.004926091712797708,0.07226611823108432,0,0.8029568692342703
228,approach,0.25734055042266846,-0.004904058176766861,0.0720477853029495,0,0.80053094781055
230,approach,0.25618475675582886,-0.004882094198272272,0.07183520938450548,0,0.798168993161172
232,approach,0.25503844022750854,-0.004860193318149431,0.0716302268153772,0,0.7958914090597466
234,approach,0.25388938188552856,-0.004838349156763092,0.07139661770801314,0,0.7932957523112572
236,approach,0.252747118473053,-0.004816583221379634,0.07116963056627264,0,0.7907736729585849
238,approach,0.2516104578971863,-0.004794878253871912,0.0709494449058395,0,0.7883271656204389
240,approach,0.25047406554222107,-0.004773253014071109,0.0707348039980039,0,0.7859422666444877
242,approach,0.24934238195419312,-0.004386129728841394,0.07050160039770612,0,0.783351115530068
244,approach,0.24821557104587555,-0.004366293530606944,0.0702587180248249,0,0.7806524224980546
246,approach,0.24708949029445648,-0.004346511035023983,0.070023304858883,0,0.7780367206542556
248,approach,0.24596910178661346,-0.004326807378503473,0.06927219160795212,0,0.775511828849583
250,approach,0.2448619306087494,-0.004307312776393139,0.06827573754787444,0,0.7730456878848962
252,approach,0.2437688559293747,-0.004288108487207365,0.06729197033643722,0,0.7703829131744634
254,approach,0.24269264936447144,-0.0042691570665332555,0.06632338442802428,0,0.7678419848479209
256,approach,0.24163268506526947,-0.004250488511766279,0.06536941655874251,0,0.7654144556532201
258,approach,0.24058499932289124,-0.0045851472867520435,0.0644264993906021,0,0.7630852586011047
260,approach,0.23955515027046204,-0.004565503816905643,0.06349963524341583,0,0.7607299689924181
262,approach,0.2385384440422058,-0.004546141761489837,0.06258459963798522,0,0.7583038177508696
264,approach,0.23753999173641205,-0.00452705905432426,0.06168599256277083,0,0.7559882780482188
266,approach,0.23655082285404205,-0.004508242335482232,0.06079574056863784,0,0.7537567882241512
268,approach,0.23557813465595245,-0.0044897115073542085,0.0599203211903572,0,0.7516204444955646
270,approach,0.2346189320087433,-0.004127439680838774,0.05905703880786895,0,0.7494643643414156
272,approach,0.2336747795343399,-0.004110824901830387,0.0582073015809059,0,0.7472425598950139
274,approach,0.2327428162097931,-0.004436025555405437,0.057368534588813774,0,0.7451021535423349
276,approach,0.23182500898838043,-0.004418534563759937,0.05654250808954238,0,0.7430338823811911
278,approach,0.2309209704399109,-0.004401291520032335,0.05572887339591979,0,0.7410312370460862
280,approach,0.23002885282039642,-0.004384300487209423,0.054925967538356775,0,0.7390868225884685
282,approach,0.22915063798427582,-0.004367546097727208,0.054135574185848225,0,0.7369899357014205
284,approach,0.22828425467014313,-0.0043510459518234,0.053355829203128806,0,0.7349378750549179
286,approach,0.2274319976568222,-0.004334769511484765,0.052588797891139974,0,0.7329447532519571
288,approach,0.2265898436307907,-0.0043187329692949954,0.05183085926771163,0,0.7310008654185388
290,approach,0.22576026618480682,-0.004634316951080234,0.051084239566326135,0,0.7291091416354081
292,approach,0.22494277358055115,-0.004617559554333621,0.05034849622249602,0,0.727252874606423
294,approach,0.22413727641105652,-0.004601015930927018,0.049623548769950857,0,0.7252808057470348
296,approach,0.22334356606006622,-0.004584721941447668,0.04890920945405959,0,0.7233686182679788
298,approach,0.2225608229637146,-0.004568658470026853,0.04820474066734313,0,0.7215115733050951
300,approach,0.22179201245307922,-0.004227588561924448,0.047512811207771295,0,0.7197140356853273
2,approach,0.22103039920330048,-0.0042131272163585445,0.04682735928297042,0,0.7179579627301047
4,approach,0.22028088569641113,-0.004198833861741539,0.046152797126770014,0,0.7162526149512003
6,approach,0.21954211592674255,-0.004184751528210014,0.04548790433406829,0,0.7145086420250704
8,approach,0.21881453692913055,-0.004170876765198135,0.04483308323621749,0,0.7127612238949116
10,approach,0.2180968075990677,-0.004477414087402198,0.04418712683916091,0,0.7110571723520673
12,approach,0.21739056706428528,-0.004462898657321155,0.04355151035785674,0,0.7093985153666821
14,approach,0.21669307351112366,-0.004448586232736906,0.042923766160011284,0,0.707776731132145
16,approach,0.21600882709026337,-0.00443448788939731,0.04230794438123702,0,0.7062003885481053
18,approach,0.21532928943634033,-0.0044205868632893365,0.04169636049270629,0,0.7046491148349434
20,approach,0.21466247737407684,-0.004406896506710157,0.04109622963666915,0,0.7030923243784489
22,approach,0.21400700509548187,-0.004393402146215043,0.040506304585933676,0,0.7015288412634065
24,approach,0.21335765719413757,-0.004380107254072865,0.03992189147472381,0,0.6999916361907906
26,approach,0.212718203663826,-0.00436698262675119,0.03934638329744338,0,0.6984885060575996
28,approach,0.21208874881267548,-0.004665502145920244,0.03877987393140792,0,0.6970157301787578
30,approach,0.21146871149539948,-0.00465185301724817,0.03822184034585952,0,0.6955709824569608
32,approach,0.21085737645626068,-0.004638401729075413,0.0376716388106346,0,0.6941527180498328
34,approach,0.21025404334068298,-0.004316779848364423,0.03712863900661468,0,0.692758585096697
36,approach,0.20965997874736786,-0.004304577486615286,0.03659398087263106,0,0.6913579208015298
38,approach,0.20907515287399292,-0.004292565780374695,0.03606763758659362,0,0.6899593065049254
