tick,phase,dist_frontal,offset_lateral,vx,vy,speed_factor
1,align,0.28901931643486023,0.08476546848605357,0,0.007142317408620757,0.8425975265854726
2,align,0.2889871895313263,0.08475561834058332,0,0.007141324749046818,0.8425783315449372
3,align,0.28876957297325134,0.08426576057893836,0,0.007098955511075446,0.8424483992434028
4,align,0.28877249360084534,0.08385463313522178,0,0.007064334759693736,0.8424501420573834
5,align,0.28855645656585693,0.08381498694050027,0,0.00705991486943641,0.8423212992263781
6,align,0.28856003284454346,0.08296070830726208,0,0.006987974845262108,0.8423234309163202
7,align,0.2885706126689911,0.08292736126111659,0,0.006985218243391711,0.8423297373947645
8,align,0.28841981291770935,0.08206943662010673,0,0.0069122152447108854,0.8422398799576281
9,align,0.28835439682006836,0.08158381202860596,0,0.006870996167087892,0.8422009215110831
10,align,0.2881447374820709,0.0811749196712493,0,0.006835546331686177,0.8420761436376517
11,align,0.28814783692359924,0.08069146293262565,0,0.006794850470144105,0.8420779873352341
12,align,0.2879396975040436,0.08028187405719954,0,0.006759366392967713,0.8419542359152917
13,align,0.2879427671432495,0.07980074177929256,0,0.006718871814369638,0.8419560601268888
14,align,0.2877383232116699,0.07939249130815842,0,0.006683534773757688,0.8418346198276918
15,align,0.2877410650253296,0.07935829996675968,0,0.0066806693470531555,0.8418362477335637
16,align,0.28753960132598877,0.07850509609346981,0,0.0066079049179837215,0.841716684241264
17,align,0.28734061121940613,0.07846973084374963,0,0.006604002268711873,0.8415986900556449
18,align,0.2873433232307434,0.07761923113369334,0,0.0065324368015728185,0.8416002975243574
19,align,0.2871466279029846,0.07758294441093269,0,0.0065284787613699765,0.8414837579237335
20,align,0.28715020418167114,0.07673992344033062,0,0.006457556170057355,0.8414858760027887
21,align,0.2871537506580353,0.07670864409615646,0,0.006454940169753346,0.8414879764608921
22,align,0.28715699911117554,0.07586530569555384,0,0.006383988853628982,0.8414899004358881
23,align,0.28696295619010925,0.07582855174897637,0,0.00638002490042121,0.8413750168329353
24,align,0.2869653105735779,0.07498696318070489,0,0.0063092261895338125,0.8413764102341001
25,align,0.28677457571029663,0.07495074161324027,0,0.00630533282545491,0.8412635672094609
26,align,0.286777138710022,0.07455187957358424,0,0.006271789315775188,0.8412650830063652
27,align,0.2865891456604004,0.07451657584226376,0,0.006267991124790451,0.8411539384282092
28,align,0.28659147024154663,0.07367650692044558,0,0.0061973385188016225,0.8411553123023848
29,align,0.2864062786102295,0.07319965212906081,0,0.006156426694971379,0.8410458951521753
30,align,0.2863607406616211,0.07280285928712213,0,0.006122858795052902,0.8410190004908167
31,align,0.2862257957458496,0.07232667149625105,0,0.0060822342386865885,0.8409393260965772
32,align,0.2861174941062927,0.0719315594568501,0,0.0060485479388833795,0.8408754077564171
33,align,0.28604820370674133,0.07145604781292687,0,0.00600827120142344,0.8408345249030837
34,align,0.2859252095222473,0.07142412088455545,0,0.006005068509689729,0.8407619772311749
35,align,0.2858731746673584,0.07058741185895655,0,0.0059345046028061186,0.8407312928067235
36,align,0.2857663333415985,0.07055465224322402,0,0.005931305986758913,0.8406683043822313
37,align,0.2857007682323456,0.06972313035724098,0,0.005861133137151211,0.8406296600741353
38,align,0.28570398688316345,0.06969478129141353,0,0.00585876325110179,0.8406315569891307
39,align,0.28570717573165894,0.06930373254328766,0,0.005825903484024684,0.8406334363572379
40,align,0.2856467068195343,0.0692713089942943,0,0.005822931004841312,0.8405978015112912
41,align,0.2855370044708252,0.06844197287378448,0,0.005752774830641851,0.8405331683308843
42,align,0.2855393588542938,0.06840870106869767,0,0.005749987712835565,0.8405345552550818
43,align,0.2853696942329407,0.06837844001500318,0,0.005746760902501891,0.8404346313313044
44,align,0.285372257232666,0.0675481113352709,0,0.005676987398708994,0.8404361404764695
45,align,0.28520500659942627,0.06751615668926107,0,0.005673637052170287,0.8403376806951334
46,align,0.2852081060409546,0.06668942402079325,0,0.005604175756686358,0.8403395049474439
47,align,0.2850428819656372,0.06665596436519487,0,0.005600715930345618,0.840242277444281
48,align,0.28504595160484314,0.0661933840312002,0,0.0055618599295673195,0.8402440834488445
49,align,0.28488337993621826,0.06579791792030118,0,0.005527775013709266,0.8401139714488952
50,align,0.28488636016845703,0.06533537510281265,0,0.005488933342249397,0.8401166035416396
51,align,0.284726083278656,0.06494312565049723,0,0.0054550615133199774,0.8399752027146558
52,align,0.28472900390625,0.0649141231715293,0,0.005452642085122705,0.8399777765948752
53,align,0.2845723330974579,0.06488686064394777,0,0.0054494571367807755,0.8398398508880649
54,align,0.28457456827163696,0.06405954876188581,0,0.005379988780068707,0.8398418165676645
55,align,0.28457677364349365,0.06403152517315906,0,0.00537764766100156,0.8398437560965327
56,align,0.28442269563674927,0.0636403891921685,0,0.005343936874910725,0.8397083900247962
57,align,0.2844253480434418,0.06317844946139903,0,0.005305162115537179,0.8397107179369041
58,align,0.2842731177806854,0.06315202646756157,0,0.00530210044005659,0.839577245043759
59,align,0.28427594900131226,0.062332840251389375,0,0.005233338887284737,0.8395797249377044
60,align,0.2842797338962555,0.06230846262638081,0,0.005231312848890799,0.8395830403101473
