tick,phase,dist_frontal,offset_lateral,vx,vy,speed_factor
1,align,0.16928628087043762,0.005189556270240848,0,0.0009335168092450485,0.5996124784940582
2,align,0.16928039491176605,0.005189502575260083,0,0.0009334888537864736,0.5996007261766573
3,align,0.16927078366279602,0.005193091351652016,0,0.0009341045043831216,0.5995815344720546
4,align,0.1692628413438797,0.005202006757427114,0,0.0009356834065281898,0.5995656741457047
5,align,0.16925500333309174,0.005210921831757894,0,0.0009372624882681712,0.5995500211088932
6,align,0.1692470908164978,0.005220024421614255,0,0.0009388749782782565,0.5995342182632396
7,align,0.16923905909061432,0.005229038687471283,0,0.000940471121297116,0.5995181762889318
