tick,phase,dist_frontal,offset_lateral,vx,vy,speed_factor
1,align,0.2991337180137634,-0.15406669370857068,0,-0.03914781902972348,0.8469885798024301
2,align,0.29828527569770813,-0.15406751730521465,0,-0.039143173958343665,0.8468835534574817
3,align,0.2970830500125885,-0.1522343659095221,0,-0.03867053516835341,0.8467324912110971
4,align,0.29607388377189636,-0.15110172597677807,0,-0.038376977207891176,0.8466035482566031
5,align,0.29460716247558594,-0.14901634971023148,0,-0.03783436163684725,0.8463134349668733
6,align,0.29364749789237976,-0.14758216136652677,0,-0.03745427170059399,0.8459530012251878
7,align,0.2922402620315552,-0.1464258731414376,0,-0.03713765873277071,0.8454256964295332
8,align,0.29131975769996643,-0.14503086316152108,0,-0.03676885456602515,0.8450811494993224
9,align,0.28996792435646057,-0.14359452068669007,0,-0.03638252564507952,0.8445662474002709
10,align,0.28908267617225647,-0.14217685907227043,0,-0.03599899428244262,0.8439956290435854
11,align,0.2882170081138611,-0.14078027981394783,0,-0.03562213944698311,0.8434452963170825
12,align,0.2870199382305145,-0.13938766847386683,0,-0.035238418769956995,0.8426957505346246
13,align,0.2861195504665375,-0.1380095359867705,0,-0.034867005530297736,0.8421400082005944
14,align,0.2849038243293762,-0.13617347416935482,0,-0.03437168728383573,0.8413701100379434
15,align,0.28410983085632324,-0.1335929340212098,0,-0.033691622610191166,0.8406538079536985
16,align,0.2833297550678253,-0.13163157549490742,0,-0.03316964425683441,0.83996169186923
17,align,0.2825697660446167,-0.12966665696180404,0,-0.032648687783224446,0.8392979492752143
18,align,0.2814251184463501,-0.12740620336602962,0,-0.03204202931513147,0.8383168288668236
19,align,0.28071367740631104,-0.12522951453182926,0,-0.0314720927911,0.8377176607489715
20,align,0.28000032901763916,-0.12330962905500138,0,-0.030967658311888527,0.8371246308773833
21,align,0.27894601225852966,-0.12066946549346291,0,-0.030261012080141515,0.8359201713096415
22,align,0.2782616913318634,-0.11882375534758316,0,-0.029770880271419494,0.8351551192866483
23,align,0.2774604856967926,-0.11709233630909598,0,-0.029306179483580587,0.8342754788613785
24,align,0.2769300043582916,-0.11526738213030127,0,-0.028829604165216283,0.8337022909229297
25,align,0.27597054839134216,-0.112967184443523,0,-0.0282197748722545,0.832683550574599
