tick,phase,dist_frontal,offset_lateral,vx,vy,speed_factor
1,align,0.17014217376708984,0.005307105397444832,0,0.0009574002597882638,0.601332357339411
2,align,0.17013458907604218,0.0053087354972023455,0,0.0009576689448841013,0.6013164185638206
3,align,0.1701240986585617,0.005315488632518164,0,0.0009588520199687077,0.6012943721378132
4,align,0.17022117972373962,0.005322316252222484,0,0.0009604093042715727,0.6014983319029734
5,align,0.17021077871322632,0.005330929309277002,0,0.0009619285900029476,0.6014764869913506
6,align,0.17020033299922943,0.005339721932683766,0,0.0009634800101217007,0.6014545465525467
7,align,0.1701897531747818,0.005348513653133247,0,0.0009650306968984222,0.6014323227495122
8,align,0.17017927765846252,0.005045824935104086,0,0.000910383351202563,0.6014103163911316
10,approach,0.17017404735088348,0.004797822778274637,0.03,0,0.601399328243567
